"customer_id","gender","date_of_birth_raw","date_of_birth","state","contact","segment"
97053819,Female,"06-May-97",1997-05-06,NC,"243-295-1862",Gold
88484857,Male,"21-May-60",1960-05-21,UT,"189-845-2459",Silver
89965541,Male,"19-Jun-67",1967-06-19,MT,"359-678-4658",Silver
96431710,Female,"20-Jul-82",1982-07-20,NM,"349-214-6872",Gold
13059025,Female,"28-Aug-99",1999-08-28,RI,"624-716-1427",Platinum
49481916,Female,"28-Mar-96",1996-03-28,SC,"734-137-4865",Silver
10956208,Male,"21-Dec-84",1984-12-21,AZ,"194-786-8173",Gold
43059280,Male,"16-Dec-94",1994-12-16,RI,"651-127-8152",Platinum
92971195,Male,"02-Feb-75",1975-02-02,DE,"892-173-4657",Gold
97578924,Male,"22-Nov-78",1978-11-22,CO,"654-176-5324",Platinum
81790039,Female,"22-Jun-95",1995-06-22,HI,"612-374-9851",Gold
36812323,Male,"24-Jan-60",1960-01-24,ND,"237-257-3415",Silver
63544225,Female,"30-Mar-99",1999-03-30,CO,"934-658-2318",Platinum
4669941,Male,"03-Aug-82",1982-08-03,AK,"761-462-3458",Platinum
64395359,Female,"08-Sep-94",1994-09-08,CA,"968-896-9268",Silver
25634799,Female,"04-Nov-74",1974-11-04,KS,"724-781-3692",Platinum
31654316,Female,"12-Jul-81",1981-07-12,IN,"683-351-1463",Gold
49499709,Male,"05-Oct-77",1977-10-05,KS,"827-152-3125",Silver
45415342,Female,"12-Mar-96",1996-03-12,DE,"915-398-4596",Platinum
72734097,Male,"16-Mar-60",1960-03-16,MA,"392-741-5178",Gold
94707309,Female,"04-Jun-88",1988-06-04,MA,"835-123-6381",Gold
84750181,Female,"16-May-93",1993-05-16,AK,"419-431-6251",Platinum
58380749,Female,"12-Aug-73",1973-08-12,SC,"672-491-4529",Silver
42345842,Female,"21-Jan-75",1975-01-21,NH,"795-476-5347",Gold
54103924,Male,"08-Mar-85",1985-03-08,NJ,"794-849-1953",Gold
48099288,Female,"24-Feb-87",1987-02-24,HI,"918-942-6527",Gold
57896241,Male,"11-Sep-96",1996-09-11,VT,"678-356-9671",Silver
70730377,Female,"28-Jan-78",1978-01-28,CO,"835-781-6495",Gold
6125426,Female,"23-Apr-98",1998-04-23,NE,"317-978-1285",Silver
48227009,Male,"22-Jan-90",1990-01-22,VA,"593-164-6714",Gold
86308184,Female,"25-May-90",1990-05-25,WV,"613-849-3215",Platinum
69065193,Female,"26-Sep-80",1980-09-26,MT,"963-496-4127",Silver
79846638,Female,"17-Sep-69",1969-09-17,MO,"248-215-1346",Platinum
38047917,Male,"18-Aug-85",1985-08-18,VT,"972-254-1352",Gold
73611258,Male,"08-Mar-95",1995-03-08,WV,"246-752-9853",Gold
14696479,Female,"07-Jul-91",1991-07-07,IA,"678-719-8217",Silver
25166037,Male,"28-Oct-99",1999-10-28,AL,"537-268-6189",Gold
1123356,Female,"29-Jul-60",1960-07-29,OR,"736-725-9481",Silver
97162684,Male,"19-May-94",1994-05-19,WV,"874-957-9764",Silver
95055469,Female,"23-Jun-64",1964-06-23,MS,"632-725-7146",Platinum
56985179,Male,"14-May-74",1974-05-14,MN,"894-163-7685",Platinum
69039320,Female,"16-Sep-75",1975-09-16,NH,"216-854-4563",Platinum
84514444,Female,"26-Jun-82",1982-06-26,NV,"712-156-7298",Platinum
79953263,Male,"14-Jan-67",1967-01-14,ID,"685-954-6532",Platinum
15557396,Male,"03-Nov-75",1975-11-03,AR,"915-247-7815",Gold
95002919,Male,"15-Apr-64",1964-04-15,TN,"128-196-6753",Platinum
7612094,Male,"26-Aug-83",1983-08-26,UT,"145-734-4176",Gold
53260501,Female,"24-May-98",1998-05-24,OK,"624-125-7382",Silver
92072156,Female,"28-Jul-71",1971-07-28,DE,"186-419-2974",Silver
77570823,Female,"20-Dec-63",1963-12-20,AL,"846-573-6251",Platinum
69010101,Female,"23-Oct-71",1971-10-23,AR,"825-591-5293",Platinum
1223055,Male,"02-Jun-95",1995-06-02,CA,"726-984-2871",Platinum
9884792,Male,"23-Dec-74",1974-12-23,GA,"764-745-3951",Silver
1144598,Female,"27-Apr-80",1980-04-27,WY,"571-397-1798",Platinum
59716520,Male,"05-Aug-86",1986-08-05,CT,"348-546-2769",Silver
59056552,Female,"10-Apr-93",1993-04-10,NC,"864-129-4829",Gold
25164999,Female,"25-Oct-93",1993-10-25,MD,"261-583-6387",Silver
70761779,Female,"12-Jul-92",1992-07-12,AL,"932-146-8539",Silver
62934102,Female,"25-Jul-97",1997-07-25,OR,"518-352-6498",Silver
11472207,Male,"19-Apr-61",1961-04-19,TN,"217-817-4251",Gold
97856694,Female,"14-Nov-91",1991-11-14,TN,"639-694-8245",Gold
86818440,Male,"28-Dec-83",1983-12-28,WA,"397-129-9435",Platinum
66433138,Male,"27-Jun-78",1978-06-27,TX,"752-617-3867",Gold
87806611,Female,"11-Oct-78",1978-10-11,MD,"276-785-5134",Silver
36252121,Female,"29-Apr-85",1985-04-29,IN,"127-359-1385",Gold
19916012,Female,"22-Jan-64",1964-01-22,KS,"417-426-7961",Silver
79440308,Female,"11-Mar-97",1997-03-11,AR,"623-328-4615",Gold
23116437,Female,"06-Jun-65",1965-06-06,KY,"625-325-1724",Silver
58957713,Female,"22-Jun-62",1962-06-22,MO,"146-714-8675",Gold
4798021,Male,"16-Jan-60",1960-01-16,FL,"516-315-9143",Platinum
83441797,Male,"01-Dec-97",1997-12-01,IL,"489-528-1573",Silver
30154531,Male,"16-Nov-74",1974-11-16,MA,"482-654-2465",Platinum
38117638,Female,"04-Jun-92",1992-06-04,MA,"175-527-2541",Silver
12112711,Female,"15-May-97",1997-05-15,CA,"795-234-3741",Platinum
4652602,Female,"03-Oct-78",1978-10-03,PA,"128-371-7892",Gold
45187280,Female,"04-Apr-96",1996-04-04,ND,"325-842-5629",Gold
77930023,Male,"27-Sep-82",1982-09-27,GA,"967-682-2918",Silver
58934617,Male,"01-Apr-90",1990-04-01,CA,"157-896-3619",Platinum
41182960,Male,"31-May-70",1970-05-31,CA,"865-345-1634",Gold
64488618,Male,"28-Feb-74",1974-02-28,RI,"967-894-1953",Silver
59793026,Male,"09-Dec-66",1966-12-09,ME,"231-719-3629",Gold
86621072,Female,"17-Sep-67",1967-09-17,AR,"194-254-6572",Platinum
47250458,Female,"26-Aug-88",1988-08-26,VT,"157-132-6489",Platinum
35163792,Female,"22-May-94",1994-05-22,CO,"371-423-2618",Platinum
93871952,Male,"01-Sep-93",1993-09-01,NC,"582-426-1238",Platinum
32464636,Female,"25-Aug-88",1988-08-25,DE,"862-247-1496",Gold
7583158,Female,"20-Mar-97",1997-03-20,MT,"481-519-7921",Gold
80670612,Female,"12-Jul-94",1994-07-12,OH,"549-586-9146",Gold
21840201,Female,"21-Jan-91",1991-01-21,KY,"281-146-5627",Platinum
29130403,Male,"27-Dec-98",1998-12-27,VT,"457-421-1976",Silver
89806715,Female,"26-Oct-60",1960-10-26,IA,"157-529-5243",Silver
56016139,Male,"10-Mar-70",1970-03-10,WI,"346-389-9324",Platinum
20028241,Male,"19-Sep-90",1990-09-19,MA,"762-628-3261",Platinum
98341654,Male,"16-Dec-97",1997-12-16,NH,"375-624-6749",Platinum
44643917,Male,"19-Dec-68",1968-12-19,WA,"278-698-5972",Gold
76185878,Male,"27-Jan-94",1994-01-27,NC,"463-812-2598",Gold
18665169,Female,"24-Feb-72",1972-02-24,MD,"429-825-9486",Gold
17177153,Female,"03-Oct-85",1985-10-03,HI,"951-927-8617",Platinum
84736739,Male,"27-Feb-94",1994-02-27,NE,"948-947-1695",Gold
20110599,Female,"22-Apr-87",1987-04-22,SD,"163-459-7846",Silver
15635627,Male,"16-Mar-97",1997-03-16,OK,"417-531-1953",Silver
3374112,Female,"11-Nov-60",1960-11-11,MI,"213-968-4851",Platinum
78415715,Female,"28-Jul-78",1978-07-28,OH,"381-591-8265",Platinum
83080037,Male,"16-Jun-82",1982-06-16,MA,"965-968-1539",Silver
74017955,Male,"09-Dec-70",1970-12-09,CO,"582-859-4869",Gold
33372791,Male,"27-Mar-65",1965-03-27,NC,"642-328-5489",Gold
48874104,Male,"05-Dec-80",1980-12-05,GA,"638-891-6419",Silver
61822144,Male,"21-May-98",1998-05-21,LA,"184-816-8412",Silver
95418320,Male,"01-Aug-88",1988-08-01,IN,"324-817-2436",Silver
26450621,Female,"14-Feb-87",1987-02-14,FL,"579-358-6391",Silver
64622520,Female,"03-May-85",1985-05-03,MT,"624-571-5793",Gold
32521691,Female,"07-Jan-86",1986-01-07,ME,"326-536-6253",Platinum
39444603,Female,"12-Apr-69",1969-04-12,TN,"431-425-7815",Platinum
48960366,Male,"09-Aug-64",1964-08-09,NC,"528-576-2918",Platinum
80701300,Female,"28-Jul-94",1994-07-28,MS,"593-423-4839",Silver
13275896,Male,"18-Feb-69",1969-02-18,NV,"659-459-7463",Platinum
62816998,Male,"22-Dec-60",1960-12-22,AL,"941-923-5623",Silver
85700566,Male,"17-Aug-68",1968-08-17,DE,"289-394-4517",Gold
81138909,Male,"09-Aug-89",1989-08-09,NY,"163-876-9473",Silver
31115028,Female,"16-Oct-65",1965-10-16,NE,"321-243-9564",Silver
59843845,Female,"14-Nov-92",1992-11-14,LA,"657-637-9325",Platinum
75471235,Male,"23-Jul-91",1991-07-23,CO,"942-659-6475",Gold
37365245,Male,"24-Apr-72",1972-04-24,ND,"278-968-4875",Silver
30886292,Male,"13-May-74",1974-05-13,PA,"179-142-9184",Silver
20094340,Male,"05-Jun-66",1966-06-05,WY,"497-752-5396",Silver
40948894,Female,"16-Jul-73",1973-07-16,UT,"239-839-2365",Gold
59903277,Male,"19-May-96",1996-05-19,OK,"634-697-8673",Gold
4412055,Female,"28-May-64",1964-05-28,AK,"576-276-4931",Gold
63302691,Female,"27-Feb-78",1978-02-27,WI,"496-493-1743",Gold
69473158,Male,"23-Feb-89",1989-02-23,WA,"962-461-7829",Gold
30943507,Female,"27-Dec-75",1975-12-27,MO,"184-859-7185",Silver
88072232,Male,"05-Jun-83",1983-06-05,AZ,"932-518-9524",Gold
17859000,Female,"05-Apr-79",1979-04-05,IA,"732-758-2761",Gold
44758258,Female,"14-Nov-85",1985-11-14,NJ,"789-241-7938",Silver
59389375,Male,"03-Nov-88",1988-11-03,VA,"985-924-8693",Gold
56357617,Male,"03-Dec-94",1994-12-03,HI,"479-834-2685",Gold
82034436,Female,"10-Jun-73",1973-06-10,NH,"612-831-3179",Gold
85532819,Male,"09-May-79",1979-05-09,NY,"452-524-8423",Silver
23741962,Female,"06-Aug-68",1968-08-06,NJ,"493-483-5418",Silver
96543848,Male,"07-Dec-65",1965-12-07,WV,"341-659-5319",Gold
91135917,Male,"15-Aug-86",1986-08-15,NV,"697-129-2549",Platinum
524545,Female,"10-Aug-80",1980-08-10,NC,"798-862-5398",Gold
89479887,Male,"26-Feb-96",1996-02-26,MO,"527-156-6825",Platinum
73495163,Male,"30-Dec-74",1974-12-30,NY,"852-943-3847",Platinum
49889657,Male,"21-Aug-75",1975-08-21,NE,"528-923-7546",Silver
96931053,Female,"26-Jan-97",1997-01-26,NV,"958-657-4621",Gold
1300972,Female,"08-Jun-66",1966-06-08,ID,"378-587-1687",Platinum
83887508,Female,"07-Jun-69",1969-06-07,ID,"965-541-7429",Gold
53897607,Female,"31-Aug-75",1975-08-31,CO,"975-825-8352",Gold
92392817,Female,"09-Feb-88",1988-02-09,ME,"269-614-8632",Gold
75086914,Male,"18-Nov-65",1965-11-18,LA,"123-389-3254",Platinum
27868943,Female,"11-Sep-80",1980-09-11,IN,"951-875-3657",Platinum
42238302,Male,"12-Sep-93",1993-09-12,NY,"764-365-5234",Platinum
83882449,Male,"31-Jan-92",1992-01-31,AR,"361-389-8923",Platinum
53191091,Male,"26-Mar-65",1965-03-26,MD,"592-942-4216",Silver
55836042,Male,"17-May-83",1983-05-17,AR,"687-713-6528",Silver
19796899,Female,"17-Dec-75",1975-12-17,TX,"725-873-8239",Gold
42014103,Male,"06-Feb-99",1999-02-06,MS,"561-657-4953",Gold
66632396,Female,"13-Feb-61",1961-02-13,MO,"247-859-1298",Silver
34778857,Male,"10-Aug-75",1975-08-10,TN,"643-645-8493",Gold
28437868,Female,"31-Jan-68",1968-01-31,NY,"398-185-7936",Platinum
85641672,Male,"09-Nov-79",1979-11-09,PA,"512-318-6489",Platinum
86985239,Male,"04-Sep-69",1969-09-04,NV,"194-354-9283",Gold
19409471,Male,"07-Nov-63",1963-11-07,AR,"215-978-4689",Silver
98537509,Female,"10-Sep-89",1989-09-10,NJ,"342-312-9723",Gold
36871042,Male,"20-Feb-99",1999-02-20,RI,"428-836-7356",Gold
62206180,Male,"09-Dec-67",1967-12-09,NC,"914-173-2839",Silver
6448629,Female,"23-Oct-84",1984-10-23,SD,"532-279-9851",Gold
30197131,Female,"23-Nov-73",1973-11-23,MT,"518-765-8532",Gold
7988398,Male,"12-Sep-76",1976-09-12,PA,"459-421-4897",Gold
13687085,Male,"18-Nov-97",1997-11-18,DE,"137-146-7356",Platinum
30864915,Male,"09-Jul-82",1982-07-09,LA,"231-692-9132",Gold
44665885,Female,"15-Aug-94",1994-08-15,CT,"312-791-7619",Platinum
14604149,Male,"07-Apr-64",1964-04-07,IL,"458-539-9346",Platinum
9600820,Female,"19-Feb-62",1962-02-19,MN,"356-384-4378",Gold
54275114,Male,"22-Jul-68",1968-07-22,MT,"913-256-4138",Gold
24065986,Male,"25-Nov-98",1998-11-25,PA,"416-398-8934",Silver
52208972,Female,"22-Dec-76",1976-12-22,OR,"563-624-6872",Silver
13435761,Female,"24-Jul-73",1973-07-24,GA,"241-382-4182",Gold
64916376,Male,"24-Jul-99",1999-07-24,MD,"723-957-1396",Platinum
35895151,Male,"12-Aug-76",1976-08-12,VT,"158-152-8735",Platinum
8201624,Female,"11-Nov-80",1980-11-11,NV,"761-527-7361",Platinum
55933927,Male,"02-Nov-65",1965-11-02,AL,"143-139-8267",Gold
65899365,Female,"25-Jul-73",1973-07-25,TX,"135-971-8567",Platinum
57025376,Female,"20-Sep-65",1965-09-20,OH,"724-817-2586",Silver
92189083,Male,"07-May-64",1964-05-07,TN,"935-642-8416",Gold
83836752,Female,"24-May-86",1986-05-24,MS,"435-561-9674",Platinum
43806629,Female,"05-Nov-86",1986-11-05,MN,"561-183-4857",Gold
7303971,Male,"12-Mar-92",1992-03-12,ME,"691-856-6412",Silver
35189228,Male,"29-Oct-74",1974-10-29,RI,"951-982-4276",Gold
47879133,Female,"16-Dec-81",1981-12-16,CT,"918-957-1486",Gold
25550440,Male,"11-Aug-84",1984-08-11,NY,"173-589-2678",Gold
38718253,Male,"19-Jul-68",1968-07-19,IL,"423-385-8591",Gold
44632301,Female,"23-Feb-81",1981-02-23,WV,"261-697-1863",Silver
46691405,Male,"03-Dec-99",1999-12-03,NY,"849-637-4683",Gold
96395873,Female,"13-Oct-63",1963-10-13,PA,"397-921-2875",Platinum
25582668,Female,"20-Jun-93",1993-06-20,SD,"843-873-3714",Platinum
21969808,Female,"07-Oct-98",1998-10-07,IA,"961-647-1945",Platinum
56525103,Male,"27-Dec-99",1999-12-27,CO,"312-385-7329",Gold
59510159,Male,"27-May-81",1981-05-27,IN,"421-734-8421",Gold
76666463,Female,"30-Jan-91",1991-01-30,DE,"614-357-3216",Gold
10330113,Female,"23-Feb-96",1996-02-23,ID,"124-294-1973",Platinum
85250389,Female,"08-May-67",1967-05-08,TX,"827-367-5247",Platinum
17330419,Female,"15-Dec-98",1998-12-15,DE,"625-981-8926",Silver
62935855,Male,"16-Dec-93",1993-12-16,MD,"162-183-8139",Gold
27304494,Male,"11-May-65",1965-05-11,MO,"214-139-4297",Gold
15820948,Male,"22-Feb-64",1964-02-22,TX,"583-641-3184",Silver
25989608,Female,"04-Mar-97",1997-03-04,IA,"498-475-7823",Gold
64214079,Male,"26-Feb-81",1981-02-26,ME,"579-765-9642",Gold
58468142,Female,"21-Mar-95",1995-03-21,TX,"684-172-1892",Gold
12108789,Female,"09-Apr-67",1967-04-09,IA,"529-962-3471",Gold
25365364,Male,"29-Apr-73",1973-04-29,RI,"362-491-4692",Platinum
76339681,Female,"08-Mar-90",1990-03-08,MI,"843-529-3256",Platinum
97514724,Male,"08-Jun-69",1969-06-08,FL,"641-684-7986",Platinum
14501963,Male,"24-Oct-80",1980-10-24,NM,"978-631-4759",Gold
41673539,Female,"23-Mar-97",1997-03-23,ID,"738-935-7236",Platinum
47730331,Male,"02-Aug-84",1984-08-02,MD,"295-618-9248",Platinum
91180828,Female,"17-Mar-87",1987-03-17,MI,"136-473-6752",Platinum
86237672,Male,"26-Jul-63",1963-07-26,IL,"384-642-8162",Gold
47437882,Male,"04-Jan-88",1988-01-04,AR,"819-543-1365",Platinum
87092211,Male,"20-Jun-80",1980-06-20,ME,"128-398-1894",Silver
49820646,Male,"03-Mar-84",1984-03-03,IL,"761-237-6184",Silver
77542013,Male,"19-Oct-77",1977-10-19,CO,"652-914-5274",Platinum
40950455,Male,"19-Sep-78",1978-09-19,TX,"679-963-5234",Gold
97115629,Female,"22-Sep-96",1996-09-22,MT,"295-347-9854",Gold
30831279,Male,"28-May-84",1984-05-28,ME,"516-973-5972",Silver
28866353,Male,"07-Mar-67",1967-03-07,ID,"973-967-2815",Silver
23142036,Female,"10-Mar-84",1984-03-10,CO,"628-758-6123",Gold
89986804,Female,"02-Apr-66",1966-04-02,LA,"163-572-9136",Silver
44467682,Male,"27-Dec-93",1993-12-27,IN,"571-162-2735",Gold
45812655,Male,"11-Aug-95",1995-08-11,VA,"123-346-2854",Gold
49531152,Male,"23-Feb-71",1971-02-23,FL,"857-681-7518",Platinum
5152503,Male,"27-Aug-75",1975-08-27,ND,"126-721-7382",Silver
41093135,Female,"13-Mar-82",1982-03-13,NV,"273-769-6917",Gold
61806100,Female,"07-Jan-92",1992-01-07,OR,"927-618-7894",Platinum
81909700,Female,"14-Jan-61",1961-01-14,IN,"392-153-3128",Platinum
7891758,Male,"16-Jan-82",1982-01-16,ID,"596-842-1325",Platinum
95560169,Male,"25-Mar-73",1973-03-25,RI,"597-124-3297",Platinum
48477566,Female,"22-Oct-92",1992-10-22,AR,"641-298-6278",Platinum
38183238,Female,"15-Mar-85",1985-03-15,FL,"596-319-8236",Gold
48335931,Female,"29-Jan-62",1962-01-29,MO,"654-352-4582",Silver
74888099,Male,"22-Jul-80",1980-07-22,CO,"125-613-7698",Platinum
9775143,Female,"10-Jan-95",1995-01-10,LA,"921-936-1682",Silver
39959491,Female,"07-Apr-95",1995-04-07,DE,"139-742-5417",Silver
69355027,Female,"17-Dec-64",1964-12-17,MO,"354-352-3891",Silver
95639174,Male,"18-Apr-62",1962-04-18,MD,"574-785-1593",Platinum
82028774,Male,"05-Jul-60",1960-07-05,ME,"935-874-7328",Platinum
48673624,Female,"21-Mar-76",1976-03-21,ID,"536-156-4179",Platinum
41009394,Female,"06-Jul-84",1984-07-06,UT,"384-934-5241",Gold
42726730,Female,"03-Mar-66",1966-03-03,IL,"925-473-6217",Gold
18062339,Male,"10-May-76",1976-05-10,MO,"572-567-1943",Silver
6540281,Male,"08-Feb-93",1993-02-08,AR,"196-527-8275",Silver
61582066,Female,"04-Apr-97",1997-04-04,GA,"385-513-8153",Platinum
49058491,Female,"28-Feb-73",1973-02-28,AL,"794-453-2839",Platinum
3124373,Male,"18-Dec-79",1979-12-18,IA,"527-891-4692",Platinum
5345468,Female,"21-Mar-93",1993-03-21,DE,"279-185-9127",Platinum
84147585,Male,"18-Oct-72",1972-10-18,AK,"743-569-4783",Gold
85357756,Male,"02-Jan-70",1970-01-02,PA,"915-698-3649",Platinum
53539195,Male,"02-Oct-89",1989-10-02,NV,"914-342-8239",Gold
47153140,Male,"22-Jul-90",1990-07-22,ID,"738-413-2418",Platinum
34369658,Female,"05-Aug-85",1985-08-05,IN,"897-847-6547",Gold
14477985,Male,"09-Jul-98",1998-07-09,NE,"496-361-3285",Silver
66521317,Male,"03-Sep-91",1991-09-03,SD,"519-549-9375",Silver
9081086,Male,"06-Aug-76",1976-08-06,WA,"254-273-2185",Silver
47237571,Female,"14-Nov-84",1984-11-14,MI,"982-854-4365",Platinum
36009093,Female,"04-Jun-84",1984-06-04,SC,"264-374-5794",Platinum
60016590,Female,"25-May-84",1984-05-25,NV,"649-742-8132",Silver
96861647,Female,"06-Aug-96",1996-08-06,NH,"495-732-2638",Silver
70659761,Male,"25-Jun-94",1994-06-25,WI,"928-163-5178",Platinum
91010040,Male,"27-Jan-98",1998-01-27,VA,"329-421-9842",Gold
69050904,Female,"19-Feb-96",1996-02-19,ID,"561-736-4597",Gold
69128619,Male,"18-May-91",1991-05-18,OK,"728-846-5942",Gold
76933532,Female,"04-Oct-76",1976-10-04,PA,"892-468-9436",Platinum
25174766,Female,"19-Jul-95",1995-07-19,VT,"298-139-6894",Platinum
38923726,Female,"28-Apr-88",1988-04-28,VT,"182-927-4389",Gold
53225913,Female,"08-Apr-64",1964-04-08,WY,"568-238-7849",Silver
83086717,Male,"12-Oct-65",1965-10-12,SC,"948-634-1547",Gold
40460125,Female,"29-Dec-97",1997-12-29,KY,"149-439-8456",Silver
88200222,Female,"15-Sep-66",1966-09-15,NM,"234-625-7536",Silver
88878373,Female,"05-Jul-66",1966-07-05,CT,"536-642-3159",Gold
97545319,Male,"18-Apr-63",1963-04-18,OR,"749-261-7893",Silver
64610611,Male,"15-Jul-87",1987-07-15,MO,"854-324-1974",Silver
24310699,Male,"21-Nov-81",1981-11-21,ME,"857-617-2867",Platinum
42569977,Female,"24-Mar-97",1997-03-24,MS,"532-438-5347",Silver
34803042,Female,"01-Jan-69",1969-01-01,MI,"148-169-8712",Platinum
25512276,Male,"18-Dec-83",1983-12-18,NY,"748-391-1549",Gold
9205013,Male,"11-Dec-63",1963-12-11,DE,"239-368-6759",Platinum
29517588,Female,"15-Sep-99",1999-09-15,OH,"783-978-8392",Silver
71462870,Male,"27-Apr-81",1981-04-27,NJ,"495-278-7638",Platinum
53886536,Male,"19-Aug-60",1960-08-19,FL,"879-351-3681",Gold
89279737,Female,"04-Nov-64",1964-11-04,OK,"912-289-1532",Platinum
5027573,Male,"27-Aug-89",1989-08-27,NM,"948-589-4138",Gold
69204774,Male,"18-Jun-60",1960-06-18,MA,"613-746-6123",Platinum
9466593,Female,"21-May-78",1978-05-21,CT,"826-527-2935",Gold
30679789,Female,"27-Jul-71",1971-07-27,RI,"571-543-7321",Silver
15000907,Male,"27-Jul-64",1964-07-27,NH,"658-953-7692",Silver
96795364,Female,"27-Jul-63",1963-07-27,TX,"548-374-3892",Silver
33152432,Female,"25-Mar-88",1988-03-25,IL,"752-932-1462",Gold
42867092,Female,"22-Aug-70",1970-08-22,SC,"596-249-8736",Silver
47145694,Female,"18-Jul-61",1961-07-18,MT,"642-359-2349",Gold
72833735,Female,"17-Jan-71",1971-01-17,KY,"893-531-9732",Silver
3771583,Female,"12-Feb-78",1978-02-12,OK,"972-634-1294",Silver
8609975,Male,"27-Dec-67",1967-12-27,TN,"142-326-1568",Platinum
29235935,Female,"27-Oct-98",1998-10-27,MD,"281-869-9351",Platinum
35459428,Male,"06-Nov-91",1991-11-06,NH,"642-462-7695",Silver
2917414,Female,"30-Aug-82",1982-08-30,SD,"725-146-3826",Platinum
55982230,Male,"05-May-91",1991-05-05,MO,"152-467-3764",Platinum
69872861,Female,"05-Mar-64",1964-03-05,VA,"872-897-8156",Silver
44866465,Male,"31-Aug-92",1992-08-31,SD,"738-518-3125",Silver
39554038,Male,"05-Apr-70",1970-04-05,MT,"537-231-1768",Silver
14712345,Male,"05-Dec-92",1992-12-05,TN,"527-732-1987",Silver
41660480,Female,"11-Jan-80",1980-01-11,ID,"439-961-5261",Silver
53981675,Male,"09-Apr-86",1986-04-09,SC,"839-731-7381",Platinum
287476,Male,"28-Jul-88",1988-07-28,FL,"364-598-1549",Silver
58378868,Female,"29-Oct-84",1984-10-29,IA,"367-512-2167",Gold
62960540,Male,"29-Jul-88",1988-07-29,TN,"159-976-1642",Silver
36780334,Male,"11-Jan-76",1976-01-11,VT,"253-864-1967",Silver
17814402,Female,"14-Jul-84",1984-07-14,PA,"136-379-5432",Silver
4420512,Male,"27-May-91",1991-05-27,PA,"316-643-2935",Silver
51485708,Female,"23-Apr-97",1997-04-23,WI,"219-562-9756",Gold
71496799,Male,"27-May-95",1995-05-27,ND,"843-251-7481",Platinum
85983291,Female,"19-Jun-62",1962-06-19,AR,"715-829-4859",Gold
29500814,Male,"09-Oct-62",1962-10-09,SD,"476-851-9768",Platinum
74351384,Male,"02-Jul-86",1986-07-02,LA,"372-572-7263",Silver
72363224,Male,"06-Jan-69",1969-01-06,SC,"271-324-8534",Silver
41106063,Male,"26-Mar-88",1988-03-26,FL,"284-876-9462",Gold
57043846,Male,"24-Dec-96",1996-12-24,RI,"756-197-4972",Silver
31740446,Male,"26-Mar-73",1973-03-26,NY,"163-473-1482",Gold
17690710,Male,"03-Mar-73",1973-03-03,ME,"693-739-2369",Silver
50771198,Male,"15-Dec-94",1994-12-15,ND,"361-249-7392",Silver
23460895,Male,"22-Jan-67",1967-01-22,CT,"567-179-5829",Platinum
33628817,Male,"12-Aug-64",1964-08-12,MS,"243-497-9317",Silver
32791401,Male,"27-Jul-94",1994-07-27,MN,"421-738-4967",Platinum
86491727,Female,"29-Jan-97",1997-01-29,IL,"294-187-3286",Gold
99674324,Male,"28-Jan-65",1965-01-28,UT,"517-562-4916",Silver
81371138,Female,"09-Nov-63",1963-11-09,MI,"198-641-6743",Gold
30199988,Female,"17-Mar-65",1965-03-17,WY,"321-296-9823",Platinum
20299691,Male,"04-Jul-88",1988-07-04,TN,"375-958-4571",Platinum
40591588,Male,"01-Nov-84",1984-11-01,CA,"652-837-5837",Silver
28871739,Female,"29-Apr-77",1977-04-29,NY,"132-423-5694",Platinum
46995469,Male,"23-Aug-73",1973-08-23,MA,"592-471-5829",Platinum
8774687,Male,"08-May-80",1980-05-08,KS,"813-179-4628",Silver
42083451,Male,"23-Nov-67",1967-11-23,AK,"689-375-9463",Platinum
50560987,Male,"28-Jan-71",1971-01-28,NM,"927-641-9614",Platinum
88881248,Female,"03-May-63",1963-05-03,SC,"389-128-5432",Gold
30060683,Female,"02-Jul-83",1983-07-02,AR,"549-267-4197",Gold
28999720,Male,"02-Nov-68",1968-11-02,FL,"534-219-7419",Platinum
40971431,Female,"08-Jul-75",1975-07-08,DE,"519-935-1384",Platinum
46866733,Female,"18-Jan-69",1969-01-18,MN,"453-351-9582",Gold
6563653,Male,"02-Mar-76",1976-03-02,NV,"257-579-6281",Platinum
9959859,Male,"18-Nov-70",1970-11-18,NV,"265-456-8296",Gold
71404791,Female,"08-Sep-79",1979-09-08,NJ,"154-695-4765",Gold
73491590,Female,"18-Jun-87",1987-06-18,TX,"196-126-1725",Gold
11429044,Male,"16-Mar-78",1978-03-16,NC,"972-651-4751",Silver
45634936,Female,"11-Jun-67",1967-06-11,OK,"173-527-4698",Platinum
71108576,Male,"20-Dec-66",1966-12-20,AL,"783-148-8715",Silver
9017128,Female,"29-Nov-67",1967-11-29,MS,"951-573-4932",Silver
72587271,Female,"09-Sep-71",1971-09-09,OK,"372-592-3274",Silver
12673582,Female,"15-May-82",1982-05-15,VT,"869-941-8925",Gold
44821508,Male,"27-Feb-72",1972-02-27,KY,"651-851-4785",Platinum
85683729,Male,"23-Aug-75",1975-08-23,SD,"416-182-5128",Silver
90115894,Male,"16-Nov-69",1969-11-16,OH,"327-875-8379",Platinum
45566276,Male,"31-May-80",1980-05-31,TX,"362-764-1857",Platinum
12827745,Female,"16-Nov-72",1972-11-16,HI,"845-491-5421",Silver
28590552,Female,"10-Jan-64",1964-01-10,TN,"189-813-7561",Silver
15965441,Female,"26-May-74",1974-05-26,NV,"327-934-6843",Silver
